probability,true_label,decision
0.10739688555317158,0,0
0.4693486063340616,1,1
0.47367157793063075,1,1
0.7612984778959391,1,2
0.8500616566285805,1,2
0.6207987269955245,1,1
0.5877639346815192,1,1
0.8300276938846018,1,2
0.14771098431948115,0,0
0.9613990492956627,1,2
0.2201248043679692,0,0
0.9534996306707006,1,2
0.3924559889075719,0,0
0.30200011745639993,0,0
0.3173132010155037,1,0
0.345637608697699,0,0
0.7727694760154653,1,2
0.624006092799498,1,2
0.09470695645361667,0,0
0.48259551918745014,0,1
0.3250082303452929,1,0
0.5586170106198083,1,1
0.9341620372684861,1,2
0.5211638873970798,1,1
0.06611213202057702,0,0
0.4358925226840484,0,1
0.8172368831641001,1,2
0.6564514489748495,1,2
0.8753911952184849,0,2
0.9309606048780734,1,2
0.7200861067667436,0,2
0.9352200692751156,1,2
0.1954915669687845,0,0
0.7382912262653918,0,2
0.7527929133444716,1,2
0.19179084622721654,0,0
0.18265841246300388,1,0
0.8529955638237371,1,2
0.33201418821469636,0,0
0.7826058475480316,1,2
0.3245741969234555,0,0
0.5310764720016362,0,1
0.3261382113980751,0,0
0.4045989205981559,0,1
0.1809717005079803,0,0
0.7481996552026111,1,2
0.7427722836280364,1,2
0.942073342511767,1,2
0.9402155733548593,1,2
0.5912631561832896,1,1
0.6254075318564335,1,2
0.3333428929051638,1,0
0.2146368307534337,0,0
0.5043416892840424,1,1
0.7016279311019707,1,2
0.8813232681841804,1,2
0.5880401919780344,1,1
0.18181244310612207,0,0
0.1628384718452748,0,0
0.47885966669044033,0,1
0.6966239577536606,1,2
0.3308828853382616,0,0
0.1982273858462566,0,0
0.8494151145245992,1,2
0.20312887850732014,0,0
0.9224966090848619,1,2
0.9160972151976451,1,2
0.5189836084103822,0,1
0.2245989341495,0,0
0.5918662074969822,0,1
0.9008405968896601,0,2
0.35966065344723486,0,0
0.09958982651911767,0,0
0.2864711134895489,0,0
0.2819011942120698,0,0
0.9081518962656249,0,2
0.26480606056500217,0,0
0.7746842786317916,1,2
0.7494678338003614,0,2
0.27869171285089983,1,0
0.75276551430343,0,2
0.672433846196902,0,2
0.3580358206340878,1,0
0.5481795052424973,1,1
0.13992393102896586,0,0
0.7877985284081218,0,2
0.38577018066812246,0,0
0.790210146822015,1,2
0.8304808326083465,1,2
0.9506286066294353,1,2
0.8966758408415055,0,2
0.9507539655232438,1,2
0.9851874899547198,1,2
0.46575529199740945,0,1
0.6489912128231383,0,2
0.14084986857700665,0,0
0.39124807880428153,0,0
0.5497418602883177,0,1
0.6385365660059183,0,2
0.29251405964996363,1,0
0.26487584875366105,1,0
0.7529548992250932,0,2
0.7189075001761951,1,2
0.879357853061749,1,2
0.09582900109226028,0,0
0.5906406899711868,1,1
0.09039338592254037,0,0
0.21913136279896078,0,0
0.48684183627127825,0,1
0.47785899338817583,1,1
0.47367157793063075,1,1
0.35327563188549427,0,0
0.5185633856594745,0,1
0.8223612669376666,1,2
0.8426471069574525,1,2
0.25114045806625174,0,0
0.8347738294768315,0,2
0.4264490345739752,0,1
0.9134304981930864,1,2
0.25107065803114587,1,0
0.6704203149621503,1,2
0.9020502740672742,1,2
0.16653507570208284,0,0
0.8426471069574525,1,2
0.24924572774687032,0,0
0.7584207048989224,1,2
0.310325988749992,0,0
0.6656258057689692,1,2
0.149052014260858,0,0
0.37299526562619617,1,0
0.6248501401999207,1,2
0.44388556523628664,1,1
0.23887268957008326,0,0
0.17585680834710748,0,0
0.17006558848248535,0,0
0.9383865855503037,1,2
0.2667397556197963,0,0
0.9442807647047359,1,2
0.8236500062799084,1,2
0.8674771886130204,1,2
0.9205688078728164,1,2
0.3984612992917908,0,0
0.3191338721104757,0,0
0.5898802823577772,1,1
0.31478365726431384,0,0
0.8526954256012006,1,2
0.6099435997596593,1,1
0.06437269796463967,0,0
0.6158942300518385,1,1
0.6503567953621958,1,2
0.2956934426723329,0,0
0.5696530661339007,0,1
0.4339610169229955,1,1
0.7534513054490066,1,2
0.3669645596805285,0,0
0.724741841184762,0,2
0.042798006197869866,0,0
0.6258153940016545,1,2
0.9554143805116748,1,2
0.8795902485142302,1,2
0.8119010479768619,1,2
0.25809613938938436,0,0
0.3583272616726039,0,0
0.6633236164732519,1,2
0.1054712285822874,0,0
0.8061892395200753,1,2
0.11894451726397885,0,0
0.7852428380993761,1,2
0.12264011694945064,0,0
0.3502050588508928,1,0
0.39394001693264663,1,0
0.14850339127962428,0,0
0.13325720054711862,0,0
0.11684170669678207,1,0
0.3325899530381528,0,0
0.8674771886130204,1,2
0.4936199693547606,0,1
0.345637608697699,0,0
0.2064498700437678,0,0
0.9734313893068726,1,2
0.657931433486293,0,2
0.3981499700948962,1,0
0.47469962752528955,1,1
0.8561532145799211,1,2
0.7841398087474415,1,2
0.20516513309207063,0,0
0.08184952316126001,0,0
0.8150337554833239,0,2
0.18021520959065723,0,0
0.7894308379861018,1,2
0.9409743425002127,1,2
0.31680314958222144,0,0
0.2830881262596494,0,0
0.21493076434910105,0,0
0.6265494784003686,0,2
0.9304247515333884,1,2
0.2489103314292538,0,0
0.06861144371580255,0,0
0.9136322621264787,1,2
0.08129036376302681,0,0
0.7346193845367864,1,2
0.13626189713626005,0,0
0.8688685720128763,1,2
0.5565055440401673,1,1
0.5677265081020483,1,1
0.6691989055206992,1,2
0.9335900416230942,1,2
0.23397267137854197,0,0
0.49536392112413596,0,1
0.9254293849047281,1,2
0.40035864384349157,0,1
0.1300979670980804,0,0
0.38573212437043913,1,0
0.33201418821469636,0,0
0.6908613841451977,0,2
0.9030833837523434,1,2
0.5496503345043294,1,1
0.33281998620227515,1,0
0.07310438525475164,1,0
0.4627516306741405,1,1
0.32351471337972715,1,0
0.5313775724607672,0,1
0.053260696057072746,0,0
0.37813784797152905,1,0
0.4874352626453451,0,1
0.33292163567853267,1,0
0.3790038698487099,1,0
0.2534270453509855,1,0
0.7823046624368428,1,2
0.9451863698721193,1,2
0.17626939665555336,0,0
0.6156402015027775,1,1
0.43218953033021723,1,1
0.5712459641456287,0,1
0.6525985313559137,1,2
0.2796381714850691,0,0
0.21789751773466043,1,0
0.49860808159105474,0,1
0.0850586367857152,0,0
0.5029826548701419,0,1
0.8574319832358326,1,2
0.8323817114099838,1,2
0.019622400387290736,0,0
0.2982476204022223,0,0
0.960341470812572,1,2
0.1616893657030387,0,0
0.6224760848276928,1,1
0.4650815838168994,1,1
0.8863411012766536,1,2
0.33292163567853267,1,0
0.9426600731918733,1,2
0.30539107451288716,0,0
0.5622896303284834,0,1
0.30849635195840314,0,0
0.17333118695726427,1,0
0.6962121230064398,0,2
0.7288767011163989,0,2
0.621389154003923,1,1
0.8986156611410434,1,2
0.3297118857275492,0,0
0.5266998677757018,1,1
0.15058828364085225,0,0
0.6916040569665172,1,2
0.48532284117391744,1,1
0.8430790646487509,1,2
0.8040123014474606,1,2
0.3297118857275492,0,0
0.36479359927904303,0,0
0.7394616787725946,1,2
0.19137608757423424,0,0
0.3120803640925243,0,0
0.4936199693547606,0,1
0.5525743685781221,0,1
0.49798960490006144,0,1
0.5482949534383406,0,1
0.4790865508865993,1,1
0.8275523260886347,1,2
0.27656794445112465,1,0
0.5011460346316751,1,1
0.8641308622279998,1,2
0.6811742142077829,1,2
0.4726673134282304,1,1
0.9605840123915672,1,2
0.8907806431414226,1,2
0.40009499569493073,0,0
0.8732723078010357,1,2
0.350911989786668,0,0
0.6478571970257889,1,2
0.7875579937647793,0,2
0.7577999346095843,1,2
0.057473674647179056,0,0
0.9174676496612845,1,2
0.2956934426723329,0,0
0.5979759363685588,0,1
0.8803480388674938,0,2
0.4081753507884493,1,1
0.9453892575771656,1,2
0.20261325678033476,0,0
0.554605324380114,1,1
0.3292397716993874,0,0
0.6966239577536606,1,2
0.3200891080342303,1,0
0.6456903749727291,1,2
0.8641308622279998,1,2
0.3793049223629693,1,0
0.36443059095763175,0,0
0.5496503345043294,1,1
0.8183284607062759,0,2
0.23065127455253762,1,0
0.5576150278713525,1,1
0.43563790149118553,1,1
0.24521470548256835,0,0
0.19693776311514963,1,0
0.4117776285231995,1,1
0.9555650149844707,1,2
0.06861144371580255,0,0
0.8812076982582121,1,2
0.18688991331770174,0,0
0.9133367652443335,1,2
0.8647642111112469,1,2
0.1954915669687845,0,0
0.5683051956000215,0,1
0.5276526118385274,1,1
0.9390664712781567,1,2
0.42687214548416863,0,1
0.20211160452165147,0,0
0.557436390356448,0,1
0.5317756666010672,0,1
0.2687174993099631,0,0
0.1282805356915857,0,0
0.9437676593308831,1,2
0.540709723446526,0,1
0.3724367228829129,1,0
0.9215193037203929,1,2
0.9301397023302991,1,2
0.19121682747139995,0,0
0.4790865508865993,1,1
0.7667997782029139,0,2
0.5167650738729008,1,1
0.5979000395004024,1,1
0.6468471029765086,1,2
0.1201736634374093,1,0
0.9173155025630632,1,2
0.7934969597067818,1,2
0.12111767977413507,0,0
0.8976578059024868,1,2
0.3060582406794969,1,0
0.09259553434045943,0,0
0.8233933183976723,1,2
0.7383224594738497,0,2
0.11552919736626659,1,0
0.5262027013873392,1,1
0.9619444566202009,1,2
0.08377371961380879,0,0
0.5611942037781463,0,1
0.09288053257905286,0,0
0.30361037404579966,0,0
0.9095751996680881,1,2
0.750759615621271,0,2
0.8772382156077858,1,2
0.3096580008147282,0,0
0.6701300521389045,0,2
0.17915974984392163,0,0
0.8322036124890708,1,2
0.8945300901339771,1,2
0.20436883799204417,0,0
0.6406219974892554,0,2
0.701607835951228,1,2
0.9604328018621676,1,2
0.7149135128825229,1,2
0.8423921408759989,1,2
0.22994729153471744,0,0
0.8290811229557551,0,2
0.09883194402508258,1,0
0.13944069969683287,0,0
0.42652515676094366,1,1
0.8420836474834027,0,2
0.03721683766848501,0,0
0.5832960758852954,0,1
0.35519621603299867,1,0
0.3672697606447151,0,0
0.09806764168923411,0,0
0.18329868753106304,0,0
0.8263205241669954,1,2
0.11799662447249482,1,0
0.39682367263958834,0,0
0.6445010026973396,1,2
0.9109934665455509,1,2
0.45731036201241126,1,1
0.6125265960100298,1,1
0.7486806032375485,1,2
0.8386329086901124,1,2
0.5880401919780344,1,1
0.712888229395365,0,2
0.9470835042058179,1,2
0.8784907461958206,1,2
0.2383422886348436,0,0
0.9479389038781652,0,2
0.3627061315647277,1,0
0.8176989590736061,1,2
0.38003415276901503,0,0
0.23941869883103217,0,0
0.8718022371495463,1,2
0.5885584005044995,0,1
0.2318662266969043,0,0
0.8066871505917017,1,2
0.5238015398126895,1,1
0.6406219974892554,0,2
0.21631513484367898,0,0
0.42615998621061274,1,1
0.9259500363430314,1,2
0.5763060000049122,0,1
0.9451294788281782,1,2
0.7852776156369811,1,2
0.9677099952179135,1,2
0.4072886678466556,1,1
0.5087262101628338,0,1
0.6572407893802152,0,2
0.5822041557683046,0,1
0.20043950291453128,0,0
0.9224340101760746,1,2
0.29006039992442023,1,0
0.40730568372099063,0,1
0.21407013602527666,0,0
0.9860221041292674,1,2
0.9423770516653626,1,2
0.47654219472580767,1,1
0.9314545180234741,1,2
0.17912136876264428,0,0
0.597404743841422,1,1
0.9860221041292674,1,2
0.43272340100589324,0,1
0.56125952038722,1,1
0.04909086408977566,0,0
0.6048185862791495,1,1
0.8045773666949997,1,2
0.9447559635500451,1,2
0.13012710007344241,0,0
0.07563501891127274,0,0
0.6754025106020978,0,2
0.9827214594800568,1,2
0.04674718280882398,0,0
0.8581530435998055,1,2
0.38100750653755944,0,0
0.8308834612967059,1,2
0.14455584460720758,1,0
0.9391389454983897,1,2
0.1618478003702444,0,0
0.18832411842328575,0,0
0.49932209284806534,0,1
0.4864681773666231,0,1
0.3827548941200362,1,0
0.34962176999382055,1,0
0.744396723608206,1,2
0.8856976095464648,1,2
0.7521085196743491,1,2
0.493405803660017,0,1
0.9101146288054021,1,2
0.08837996266968233,0,0
0.9838708915694019,1,2
0.44865426156009597,1,1
0.571673182407394,1,1
0.3199311373094647,1,0
0.5915316856367334,1,1
0.14979301196872344,0,0
0.04793852129860375,0,0
0.08287990776441566,0,0
0.12844609887608507,0,0
0.20194987186379346,0,0
0.03723045169587164,0,0
0.15497967709308166,0,0
0.7587326762868335,0,2
0.1521957822291479,0,0
0.6291632260355299,0,2
0.9534657755869994,1,2
0.3256670157336087,0,0
0.2564744655755092,0,0
0.7570351561430176,1,2
0.6286999816579535,1,2
0.2864711134895489,0,0
0.5898802823577772,1,1
0.23212689275610762,0,0
0.8691477144727788,1,2
0.7195910241590223,0,2
0.18975056510941937,0,0
0.08714704387059811,1,0
0.1126787418214771,1,0
0.40613740490115513,1,1
0.8727004071250735,1,2
0.22042988781019465,0,0
0.6302397930914885,1,2
0.942073342511767,1,2
0.7650714194193612,0,2
0.9746170046849497,1,2
0.48177480980993304,1,1
0.8119010479768619,1,2
0.13056735809701003,0,0
0.07383170431616642,0,0
0.8639054582502482,1,2
0.8760298243460346,1,2
0.26739056401125216,0,0
0.36407431418276914,0,0
0.19436383168941446,0,0
0.8587945245435181,1,2
0.5485656329660368,1,1
0.724741841184762,0,2
0.8847322802023321,1,2
0.7523889760178795,0,2
0.3992065902019967,1,0
0.7804266746738895,1,2
0.40206055390933976,1,1
0.7662553722014362,1,2
0.842547980126182,1,2
0.17396955917534124,0,0
0.6224760848276928,1,1
0.11712780923810685,0,0
0.21798687237121284,1,0
0.38874749014613197,0,0
0.5151157534250259,1,1
0.32374904996558207,0,0
0.588375103663838,0,1
0.9103908598835017,1,2
0.8209038096694036,1,2
0.8822079948259588,1,2
0.10292694609232651,0,0
0.8833843888901217,1,2
0.7384570342076949,1,2
0.8928278010856109,0,2
0.46320973328228693,1,1
0.3524894839019289,1,0
0.8338239385751518,0,2
0.32226825614502747,1,0
0.3542749893622689,0,0
0.167514830834016,1,0
0.5362552481628233,1,1
0.10079773099517086,0,0
0.5211638873970798,1,1
0.14072436248976872,0,0
0.46417373245306365,0,1
0.4456559033395192,0,1
0.9661240589221385,1,2
0.08714704387059811,1,0
0.80938366735744,1,2
0.34184802051356067,1,0
0.3090542984696207,1,0
0.38245191654043065,0,0
0.6404321924752856,0,2
0.25465453283680695,0,0
0.43977174172951755,0,1
0.9257357294581414,1,2
0.2500085706936759,0,0
0.5334308217435949,0,1
0.8233933183976723,1,2
0.7352509755817036,1,2
0.28897655971410335,1,0
0.7385700542396452,1,2
0.8872014081579547,1,2
0.17721459200489362,0,0
0.11796247661862669,0,0
0.36508386469280535,1,0
0.10332095847962605,0,0
0.2724703675400344,0,0
0.5530527384299817,0,1
0.3431527743598866,0,0
0.7864875674802995,1,2
0.3089351850014379,1,0
0.20867720535362774,0,0
0.37258995622777963,0,0
0.7616529190009798,1,2
0.16865323327691578,0,0
0.22866770027679081,0,0
0.5519859824557061,0,1
0.9624529435117266,1,2
0.38118704239713186,1,0
0.2691305038786248,1,0
0.7104423076435984,1,2
0.38573212437043913,1,0
0.7942197951287587,1,2
0.13259681152796018,0,0
0.45951712576161224,1,1
0.9864966163804445,1,2
0.9466319263427575,1,2
0.22229253349290395,0,0
0.6489912128231383,0,2
0.8825161314608919,1,2
0.1346139842172614,0,0
0.36061069846845434,0,0
0.9548855447696547,1,2
0.911866916601587,1,2
0.9566500209904905,1,2
0.8303667772642488,1,2
0.6018286813994793,1,1
0.9438312826400035,1,2
0.8879143912883459,1,2
0.8043854965783558,1,2
0.18688991331770174,0,0
0.8667614237293322,1,2
0.9535527089737208,1,2
0.7122812717090846,1,2
0.48613513309600676,0,1
0.06385065539186889,0,0
0.3359887474401086,0,0
0.159691148174473,1,0
0.8430790646487509,1,2
0.5145803026958478,1,1
0.4535459840459759,1,1
0.42458109751980727,0,1
0.8955821566143026,0,2
0.6140719387840045,0,1
0.9331399846928801,1,2
0.7826058475480316,1,2
0.7156532617491277,1,2
0.3438253399084916,1,0
0.7201043470030143,0,2
0.4111008806293885,0,1
0.31831985806376273,0,0
0.2198192096759979,0,0
0.10292694609232651,0,0
0.16021659594430496,0,0
0.6496111229705022,1,2
0.6732484985281076,1,2
0.09271052907020402,0,0
0.13465209755152494,0,0
0.9152183178513364,1,2
0.3340654490357015,1,0
0.4963639215548113,0,1
0.40637265887936613,0,1
0.42020636307506054,0,1
0.6767812231425268,0,2
0.9471172150425986,1,2
0.14305505939012042,1,0
0.3200891080342303,1,0
0.7047338218650705,0,2
0.8323880353288302,1,2
0.3122248771984399,1,0
